"total_students","average_math_score","maximum_math_score","minimum_math_score","average_reading_score","maximum_reading_score","minimum_reading_score","average_writing_score","maximum_writing_score","minimum_writing_score"
"1000","66.0890","100","0","69.1690","100","17","68.0540","100","10"
